rating,text
fresh,I'm not sure what high-art some of these critics are looking for but The Super Mario Bros. movie works for both fans of the long-lasting game franchise and people who want an entertaining escape. This is the best video game movie yet!
fresh,"This lively computer-animated take on the video game just opened and it’s already the biggest box-office smash of 2023. Despite lapses into dull and disposable, it’s also a godsend for parents seeking family entertainment for the 5-year-old in all of us."
fresh,"Adults with fond memories of dodging turtle shells in the ’80s and ’90s won’t mind watching the movie with their children, many of whom have dodged turtle shells in updated versions of those classic games."
rotten,Memo to directors Aaron Horvath and Michael Jelenic: seeing corporate symbols go through the motions of a half-baked story isn't much fun.
fresh,"Encapsulates charming classic video game characters within a fun, yet generic, plot that has a cult-classic worthy song stuffed in the middle and doesn’t overstay its welcome."
fresh,"It's very entertaining for children and Nintendo fans, but the story is as deep as a Super Mario puddle and the throwaway references too sparse to even matter."
fresh,"Packed full of nostalgic Mario references for all ages, and it's just fun to see these colorful worlds on the big screen."
fresh,"Fun and entertaining.  The film will appeal most to fans of the video games and young kids. The animation is so true to the Nintendo franchise that you may feel lost without a controller,"
rotten,The Super Mario Bros. Movie has a few worthwhile moments but it wasn’t enough to overcome the sheer banality of its storyline
fresh,"The script may be thin, but getting to spend 90 minutes in this world of Mario certainly put a smile on my face and made me feel like a kid again."
fresh,"You don’t have to blow the dust out of this cartridge; Mario is ready to jump, high kick and spin back into action. Let’s-a-go!"
fresh,"Scripted by Matthew Fogel and directed by Andrew Horvath & Michael Jelenic, this hectic, fun-filled origin story has redeemed the Nintendo franchise's reputation after its catastrophic 1993 live-action movie adaptation."
rotten,"If you’re a kid who spends half your time on a Nintendo Switch and the other half watching cartoons, there is plenty in Super Mario Bros to satisfy. If you’re the parent of such a kid, who are you to tell them what they should and shouldn’t be enjoying?"
fresh,Okay for the adults and a pure delight for the kids.
rotten,"Among the many errors of The Super Mario Bros. Movie, screenwriter Matthew Fogel plops him and his brother Luigi into a milquetoast Brooklyn family that doubts them and disrespects their small-business dreams."
fresh,I've been wanting a Super Mario Brothers movie like this for a long time... I was smiling the entire time I was watching this movie.
fresh,"Is this the greatest movie that is worth all those years of hype and anticipation? Honestly, no. Is it still a fun adventure to see the beloved games adapted to the big screen? Oh, absolutely!"
rotten,"Crisp animation, mostly strong voice acting and fun for the entire family. No doubt Mario is a juggernaut franchise for Illumination and Universal. But overall, The Super Mario Bros. Movie is nothing groundbreaking and can be very generic thematically."
fresh,The Super Mario Bros. Movie is a very enjoyable and fun film.
fresh,"This is a movie for adults, children, teens, and anyone that ever rocked with them Mario Bros."
fresh,"Older moviegoers will likely be turned off by the simplicity of it all, but for fans who are young or young at heart, it’s an entertaining trip down the warp pipe."
rotten,The Super Mario Bros. Movie is the Illumination style done at its absolute worst.
fresh,"While Mario has never been about its story, that doesn’t translate well to film. It misses the opportunity to expand upon its lore and characters in new ways. If it doesn’t take a Super Mushroom for next time, this franchise won’t stay fun for long."
fresh,Captures the fun and whimsy that Nintendo is known for.
rotten,"It is the laziest possible version of a Mario movie, and for most viewers, young and old, that’ll be totally acceptable."
fresh,"But for viewers who are less familiar, sitting through The Super Mario Bros. Movie may feel like watching a second grader play a Mario game: It's cute, but you can't help thinking about all the other things you could be doing with your time."
fresh,"Safe and predictable, but not necessarily in a bad way."
fresh,The sneaky surprise here is Jack Black playing Bowser... he's hilarious.
rotten,The missing ingredient for those adult audiences is any kind of wit or clever dialogue in the film's screenplay...
fresh,"Fast-paced and entertaining, if also lacking any real emotional substance, it works best as an homage to the games."
fresh,The Super Mario Bros. Movie is a little too afraid to stray from the brothers' origins for its own good but delivers an entertaining adventure all the same.
rotten,"An impressive Hollywood A-list voice cast and a script filled with nods to the video game series adds to the appeal, although by about the hour mark, you might well feel this is just one long chase movie."
fresh,Watching this movie transported me back to the turn of the millennium when I first entered the colorful Mushroom Kingdom myself on my Game Boys.
rotten,"It is, when all is said and done, intensely mediocre: prettier than a lot of animated mediocrity, but ""pretty"" only takes us so far."
fresh,"I went to see this with my boyfriend's 9-year-old brother,  and watching the pure joy on his face made me fall in love with this film."
fresh,"Adults might wish there were a few sharper jokes, but at least there’s a nice deliberate silliness in the way the film delivers the required scenes without fussing over explanations."
fresh,"The Super Mario Bros. Movie is designed to be looked at, with goofball humor that kids will like."
fresh,A simple fun story. I was a fan!
rotten,The whole package is a deranged mishmash of overstimulating elements.
fresh,"Fans of The Mario Bros can take to the streets and cheer, as justice gets done to the characters they covet."
fresh,"The Super Mario Brothers Movie is a sweet, funny, action packed and beautifully animated film with a touching underdog story, some fantastic world building that honors the game, and great VO work from this cast, especially Chris Pratt and Jack Black."
rotten,"It’s fan service above all else, regressively so. Structuring a threadbare story around iconography linked to source material just isn’t enough."
fresh,"Super Mario Bros. has been one of the most popular video games for nearly 40 years, and watching this joyous, colorful concoction it's easy to see why."
rotten,A frantic Easter egg hunt of a film that does the bare minimum to please its loyal existing fanbase.
fresh,"The Super Mario Bros. Movie was made for the fans. If you love the Mario games, or Nintendo in general, you'll have a lot of fun."
rotten,"'The Super Mario Bros. Movie' is super-nostalgic but not super-fun.  Granted, I haven't regularly played home video games since NBA Jam, circa 1995."
rotten,"I wasn’t expecting Pixar, but the heroes end where they started, not having been transformed by their experiences or learning anything from them."
fresh,"Leaning heavily into nostalgia The Super Mario Bros. Movie delivers fun action sequences. However, an over-reliance on Easter Eggs and pop music dampens the fun."
rotten,"So much of the action in The Super Mario Bros. Movie is predicated on the gameplay itself, which certainly makes sense in theory, but is rendered here with all of the subtlety of a barrel-throwing gorilla, consistency be damned."
fresh,The creative team seems to rely heavily on the nostalgia and the silliness of it all over taking this in a bold and new direction like The LEGO Movie.
fresh,"""The Super Mario Bros. Movie"" is bombastic, silly and full of energy. Driven by spectacular voice work provided by an A-list cast the film gets props for both being able to appeal to fans of the game and just regular viewers. It's a very fun watch."
fresh,"The Super Mario Bros. Movie warps you back into childhood with nostalgia and dino eggs. Impeccably animated with a score that’s an utter delight, the film captures the charm and appeal the game has evoked for decades."
rotten,"Mario’s animated movie debut is too safe and passive, more content with referencing its source material than playing with it."
fresh,"If 2023's The Super Mario Bros Movie is a response to its predecessor, it's a happily dutiful one, doing its utmost to copy the video game. The strongest feeling it inspires: making viewers want to bust out their old NES or SNES or Game Boy."
fresh,"More true to the game than the 90s abomination, but still just a silly cartoon mostly for kids."
fresh,The film belts along with an assault of candy colours and a commendable command of canonical detail.
rotten,"Nostalgia might be the only thing that warps you through this one dimensional adaptation. Though peppered with candy coated visuals and chock full of easter eggs for hardcore Nintendo fans, the story (or lack thereof) leaves one wanting a power up."
rotten,"What it seems to have forgotten is creating an engaging story. It's bland, uninteresting and cobbled together."
fresh,This is a love letter to the world of Super Mario and a joy to dive into.
fresh,While The Super Mario Bros. Movie’s ambitions don’t stretch far beyond telling a competent story featuring these beloved characters… it at least succeeds at that.
rotten,It’s emotionally bland and yet garish enough to psychologically sedate the pre-teen Easter audience.
fresh,"Not to give damning praise, but The Super Mario Bros. Movie sets its narrative sights refreshingly low. ... It trusts the cultural cache of Mario and decides to jump straight into the fun of what people love about the games."
fresh,"It’s a great, fun, beautifully animated story of Mario, Luigi, Toad, Peach, Donkey Kong and a colorful, zany cast of Nintendo characters."
rotten,If you’re hoping for an experience that will unite the generations around a lovely piece of popcorn cinema ... Dungeons & Dragons is still playing.
fresh,“The Super Mario Bros.” Movie is an entertaining adaptation that stays true to its source material. A dream come true to fans who’ve played the game religiously and a visually stunning animated feature for the kiddos.
fresh,"The Super Mario Bros. Movie is a joyous event that will bring excitement to all longtime Nintendo fans and players, giving them a new generational story that they can share with their children and families. This movie is playing with power."
fresh,"... It's aimed squarely at children, and different again in that it feels rather desperately derivative. But — and it's a pint-sized 'but' — I watched it in a cinema full of kids, and most of them laughed all the way through."
fresh,"Although its humor and story is aimed more toward kids, this animated adaptation of the beloved video game franchise offers a fun and colorful ride for everyone. [Full Review in Spanish]"
rotten,"Assaults audiences with lots of action and color, but not much reason to care."
fresh,"The story's admittedly thin, but this pure fun adaptation incorporates lots of power-up elements directly from the video games, plus easter eggs and some nice voice work from Chris Pratt, Anya Taylor-Joy and Jack Black."
fresh,"[The Movie] is fun, it’s funny, and it pays great respect to the source material..."
fresh,"Anticipating that the film might play like a 92-minute Nintendo commercial is understandable. Thankfully, thought clearly went into making the references feel organic."
rotten,"It's vibrantly animated, has wonderful remixed video game music, and is full of nostalgic references from Nintendo's famous IP. But the plot and writing are so lazy, so completely hollow, that there's nothing super here. Forgettable, disappointing fun."
fresh,"Don’t expect cinematic greatness or Oscar-worthy drama, but it does what it sets out to do… create a fun and nostalgic experience that families can have fun with."
fresh,"I'm still entertained by it. I still like the Easter eggs. Brian Tyler's score is amazing in this with the blending of the different themes from Mario, while making it very orchestral and cinematic and just a lot of fun."
fresh,"A light, fun-filled nostalgia trip, with enough charm and cool animation visuals to carry it across the finish line. That said, its also too safe for its own good. [Full review in Spanish]"
rotten,"Kids may have the time of their lives watching The Super Mario Bros. Movie, but for most adults, this is game over."
fresh,"The Super Mario Bros. Movie brings the vibrant world of the popular video game franchise to life on the big screen. However, the thinly written plot and lacklustre dialogue make it clear that this movie was made more for fans than general audience."
rotten,"An 80-minute speed-run through Mario World, with little in the way of the fun that actually makes the video games themselves special, crammed full of generic fan service that will be lost on at least half of the viewers."
rotten,The Super Mario Bros Movie’s trite and forgettable storyline could have used a power-up or three.
fresh,"A breathless, hilarious, knockabout action-adventure that might be slight on plot, but delivers on thrills and laughs, as well as Easter Eggs and fan service for anyone who has played a Mario Nintendo game."
rotten,"A dayglo sugar rush that will leave the most rabid gamer bewildered, Super Mario Bros. The Movie gives the 8-bit hit the poppy computer animation treatment but it ain’t worth two bits."
fresh,"Kids will enjoy it because they'll recognise characters and scenes they're used to playing, and adults because they used to play them, whether that was on a DS, a Game Boy or an N64"
fresh,"The Super Mario Bros. Movie is sure to satisfy fans of the games, but it is so imaginative and clever that it will still play well for anyone who doesn’t know the difference between a Sega and a Nintendo."
fresh,"You can put ""seeing The Super Mario Bros. Movie"" under the list of parental duties."
rotten,"I found myself wanting more, as if I was only getting part of the experience. But The Super Mario Bros Movie is not intended to work in the same way that conventional films do. It’s not about cinematic enjoyment; it’s about expanding a brand."
rotten,Entering these various worlds and kingdoms felt more like an assault on the senses than a visit to any sort of magical destination; the subpar animation style doesn’t help sell the wonder of it all either.
rotten,"Colorful, energetic and empty as a sugar-laden breakfast cereal, The Super Mario Bros. Movie is the kind of kid film that gives kid films a bad reputation."
fresh,"Bright, bouncy, colorful, has a few laughs, and is faithful to the source material. Those unfamiliar with the games will be confused, but I think most Mario fans will enjoy it."
rotten,Payne stretches the film for well over two hours and never quite realizes the possibilities of his central conceit.
rotten,Medium-sized disappointment...
fresh,"Downsizing sticks in one's memory less because of the depth of its analysis than its slightly muddled, chaotic, well-meaning, bemused, troubled concern for humanity and its future."
fresh,For all its ingenuity gets bogged down in its second half.
rotten,Chau's performance is the film's highlight.
rotten,"[Downsizing]doesn't quite compensate for the placidity and silliness of Paul's core existential crises, or his flirtation with deterministic serendipity"
rotten,"By the standards of an experienced writer/director no less, Downsizing is an aggravating, half-baked idea with no teeth in its mouth and no end in sight."
rotten,"Every choice leads down the most boring, self-indulgent path, and the destination is this empty void of a movie."
rotten,The story and its metaphorical messages about life aren't difficult to decipher. It's that I didn't care enough about most of the characters to want to embrace anything they were trying to say.
rotten,This movie ruined me.
rotten,I physically hated this movie.
rotten,Downsizing fails because it is neither fish nor fowl. It can't commit as a science-fiction film and it never becomes the biting social satire the first act seems to intimate.
rotten,"Too bad Hong Chau's character showed up so late in the film, she could have possibly saved it..."
rotten,"By far director Alexander Payne's worst film to date, it has plots for about five movies, all undercooked."
rotten,"Despite its clever premise, certain cliché plot elements make Downsizing predictable and ironically, unoriginal."
fresh,"Thoughtful, imaginative and deeply compassionate."
rotten,"Alexander Payne may have started this project with big ambitions, but, unfortunately this film caused us to downsize our expectations."
fresh,"Downsizing gets increasingly more devastating as it inches through its 135-minute duration, but reminds you that being human and compassionate has nothing to do with how big you are."
fresh,"It is comforting that at this point, there is someone with enough faith in the human race to sign a feel-good movie as frank, naive and optimistic as this one. [Full Review in Spanish]"
fresh,"Hong Chau's performance is superb, and she roots the movie in emotions that heretofore had largely been missing."
rotten,A rare miss for Alexander Payne.
rotten,"Just does not work, losing itself among political ambitions that are both painfully on the nose and woefully undercooked."
rotten,"With our protagonist's motivations unclear, so too is the point of the film."
fresh,"Honey, they shrunk Matt Damon in a hilariously surreal sci-fi comedy -- although they should have downsized the second half ."
rotten,"Alexander Payne's Downsizing is visually stunning, but it doesn't live up to all of its pretentious ambitions. [Full review in Spanish]"
rotten,Downsizing is mostly a disappointment because it feels like a waste of a brilliant idea.
fresh,"Payne's script has a tendency to meander (making room for plenty of cameos), and Downsizing is overlong, but the world it creates is so simultaneously fascinating and horrifying that you don't mind spending some more time there."
rotten,Downsizing is fuddled and over crowded with little to no conflict to take the story forward. It's a beautiful looking film - with plush green vistas and sleek picturisation - that completely lacks substance.
fresh,"The first half of the movie is quite good, engaging and funny in a thoughtful way. Unfortunately, the plot gets weighed down by unnecessary additions that cause it to feel a bit heavy-handed."
rotten,"Oscillating considerably in tone and mood, Downsizing abruptly jumps from a poignant drama to a bleached pseudo-thriller, and then to a bland comedy."
rotten,"Downsizing was simply just not a good movie, in my opinion. I wanted it to be good mainly because the concept seemed really original."
fresh,Downsizing dares to ask if humans will be ready to make the sacrifices necessary for the survival and preservation of the species is on the line.
rotten,"What a disappointment Downsizingturns out to be, a nearly complete waste of an incredibly original concept from director Alexander Payne."
rotten,"Initially it has a magnetic pull, its premise familiar yet scarily out there. But then come a whole new batch of questions and answers, spinning in different directions, and the film can't maintain that initial excitement, wonder, and indeed cruelty."
rotten,"Fails to capitalize on the ""man shrinks"" concept in any meaningful way, shape, or size."
rotten,It's a real dud and (pardon the pun) a BIG letdown of a movie.
rotten,"So far so good; still synapses-igniting and discussion-worthy. Had craft been chosen over concept, Downsizing would have remained so and avoided a spectacular self-immolation."
rotten,"Once it's proven the plot is going to its logically generic conclusion, I realized the fun had stopped."
fresh,"Alexander Payne makes deadpan comedy...I loved this movie, and it evolves in ways I could have never predicted."
rotten,"What starts out as an intriguing idea swerves into an unexpected, unwelcome and irreparably clunky territory."
fresh,"Downsizing transcends its own gimmick, even if we chuckle we realize that the way things are going, it's not that bad of an idea."
fresh,"The global community writ small is kind of fascinating, a microcosm of all the world's excesses and impoverishment in one package."
rotten,All those disparate elements fail to gel.
rotten,"Downsizing starts at a fantastic pace, it looks good and the concept is intriguing but ultimately it loses its way."
rotten,"For a film that markets itself as a man's journey to self-discovery, the film needs a journey to find itself."
rotten,"I was wooed to this film by the promise of tiny people and their miniature accessories, and I paid a price of over two hours of wasted casting potential, wasted concept potential and mostly wasted time."
rotten,Downsizing is both ambitious and fundamentally problematic. Caricature of minority characters and low emotional stakes keep it from being a powerful apocalyptic allegory.
rotten,"Once Paul and Tran get together, the movie becomes something else entirely: Boring, predictable, and...small."
rotten,"Overall, Downsizing feigns at many themes and embraces none, a sampler platter of personal growth, consumerism, climate change, fresh starts, and apocalypse survival."
fresh,"It's a smart idea, and Payne uses the first third of his film to investigate it from many different angles-psychologically, environmentally, even scientifically."
fresh,We have a movie that establishes its premise impressively well before ultimately losing its intrigue and sheen as things play out.
rotten,"Just when Downsizing seems to be cruising on a steady track, it starts fracturing, fragmenting, and spinning out in multiple, largely unexpected, and almost wholly unsatisfying directions."
rotten,"It's a preachy, dishonest film that practices a continual narrative sleight of hand to keep you from zeroing in on its mushy allegorical meaning."
fresh,"Downsizing finds Payne taking a more ambitious direction, as if having something of a crossroads moment himself...Courageous, certainly. Intriguing, ditto. Successful? Not entirely."
rotten,There's a weird love story between them [Paul and Ngoc Lan Tran] inserts itself into an already boring plot. But even that is not as alarming as the hyperbole thrust in our faces.
fresh,A touching piece of high-concept science fiction with a twisted sense of humor.
fresh,"...an exquisite cast, probably one of the most intelligent comeidies of the year. [Full Review in Spanish]"
fresh,"Sometimes a change of perspective helps a person to better understand the world, and Downsizing makes it literal. [Full review in Spanish]"
rotten,Christoph Waltz and Hong Chau feature in a fine cast but the entire plot meanders too much in search of decent narrative hinge. The middle act is in particular need of a boot up the rear.
rotten,The really sobering economy of scale about this overlong auteur indulgence is that it cost $68 million to make and none of that money went on a script doctor.
fresh,The most ambitious and least convincing film of Nebraska's talented filmmaker [Alexander Payne]. [Full Review in Spanish]
rotten,"The intentions were good, but nothing worth remembering. [Full Review in Spanish]"
fresh,"But the movie which starts with incredible promise and is utterly engrossing then morphs inexplicably into a completely different film halfway through. And so here we are, disappointed and bewildered, reading a three-star review."
fresh,There are good things in this small package but the two genres never quite fit together.
fresh,An ingenious and original premise. [Full Review in Spanish]
fresh,"While Downsizing is not not about the end of human life on earth, it confronts the prospect with minimal sentiment, and uses it to ask questions about what the good life might consist of, here and now."
fresh,"With his latest film, Alexander Payne finds himself teetering uncomfortably atop a high-concept device and wrestling with tonal clashes."
rotten,"It's not mankind that's been shrunk, it's Payne's conception."
rotten,"There are some funny lines here, but the story rambles inordinately."
rotten,"... with a premise this ingenious, one wishes Downsizing as a whole was too."
fresh,You admire the ambitious storytelling and the craftsmanship of its execution.
rotten,It simply does not work.
rotten,"For all the high concept wonders at work, Payne can't seem to break out of his own rut."
rotten,"Because instead of continuing with the wonderfully ridiculous notion of observing a 13cm man try and win back his 165cm wife, Payne decides to deliver a thunderously dull and miserable sermon on the human condition."
rotten,The clever concept morphs into an ineffective and heavy-handed satire in which Matt Damon's character and a Vietnamese immigrant go on an adventure that rivals the excitement one would feel watching itty bitty blades of grass grow.
rotten,"It offers a jumble of barely explored, quarter-baked ideas attached to a laborious plot."
fresh,"It starts out quick, sharp and funny and ends as a solemn and slow-moving leviathan: a movie overwhelmed by its own ecological and human implications ..."
fresh,A disappointing film made watchable thanks to solid performances and some constantly polite chuckles.
rotten,"The idea is wonderful, but it feels as though Payne doesn't quite know what to do with it once his characters are in place."
fresh,"Despite the bloated running time and the sometimes unnerving tonal jumps, Downsizing is an ambitious, frequently funny, intricately detailed movie that is, for the most part, entertaining and thought provoking."
rotten,"Dare we say that this once admired indie writer-director, who made Exhibition, Sideways and About Schmidt, is developing a humourless streak?"
fresh,"It's a state-of-the-nation address by stealth, wry and wide-reaching."
fresh,"A smart, thought-provoking miniature piece."
rotten,"I usually love Payne, but his bloated Downsizing (all 135 minutes of it) needs trimming all around."
fresh,"Payne's lm is full of invention, wit, great scenes and big - if not fully realised - intentions. Downsizing may be about a small world, but it is an audacious, out-sized peach of a picture."
fresh,No small achievement. Alexander Payne re-confirms his position as one of US cinema's premier filmmakers.
rotten,A thoroughly bizarre misfire...
fresh,"The film, fortunately, ends up finding its center. [Full Review in Spanish]"
rotten,[Downsizing is director Alexander] Payne's ultimate revenge on American film tradition. His inability to imagine an original story - to move an audience's basic aspirations without guilt - is another sign of decadence.
rotten,A spectacular premise that loses shape. [Full review in Spanish]
fresh,An acute piece of social satire. [Full review in Spanish]
rotten,"Oddly for a film about the ecological benefits of keeping things small, Downsizing suffers from a curious case of bloat."
rotten,"Matt Damon spends far too much of this film in awe, and rather than make you think, it is simply boring."
rotten,"The movie is a scattershot collection of large-scale ideas framed by the irony of its premise, but never reaches its potential for satire or commentary."
fresh,"Working from an audacious idea conceived by his long-time collaborator Jim Taylor, co-scenarist and director Alexander Payne (Nebraska) has pulled off one of the great cinematic accomplishments of the new millennium."
fresh,"While it dithers in what it wants to eventually say, it is certainly a fun watch."
rotten,Payne and co-writer Jim Taylor don't tack enough inches on to what could have been a nifty idea for our greed-filled times.
fresh,"Right now, Downsizing is ahead of its time, understandably rejected by audiences (and in an unbelievable betrayal, also by the critics). They should pick on someone their own size."
fresh,A science fiction fable that is actually less naive than it seems. [Full review in Spanish]
rotten,Everything is a little on the nose and the burgeoning relationship between Paul and Tran is not interesting enough to sustain the social commentary. That is made worse when the story moves into an apocalyptic tangent in the third act.
fresh,"But [Alexander] Payne and co-writer Jim Taylor maintain their sense of humor, even if the film ultimately feels less like satire and more like a poignant brief for humanism"
rotten,"Then, just when you settle into the film's preachy message about class and racial divisions, Payne throws another curveball in the final act, where Downsizing become a climate change advocate. By that time, it is too late in the game for you to care."
rotten,"It attempts...to be a wacky science fiction, a humanistic love story with a sci-fi premise, satirical social commentary, and even dabs of race and white privilege discussions. But in the end, it's too loosely spread out to fully succeed at any of these."
rotten,"It has way too much ground to cover, and doesn't know how to cover it."
rotten,"By making the political such a sharply zig-zagging personal quest, Downsizing quietly, impressively upgrades the social-issues drama for our troubled times."
fresh,"Although not everything about Downsizing is perfect, it proves Alexander Payne's strengths as a visual storyteller and his commitment to social realities."
fresh,Payne and his co-writer Jim Taylor to tell a story with multiple and unexpected elements within a well determined and defined framework. [Full review in Spanish]
rotten,"Boring, Tedious and Dreary"
rotten,The first half of the movie is pretty good but then it all goes to hell.
fresh,"The trailer is one great big fake-out and, after the second act, the film lurches off in a completely different direction. And despite its tonal issues, it is very watchable."
fresh,"This is a funny, touching romantic comedy about a hard-headed man who luckily finds himself surrounded by wise friends who help him find his way in life. He finds love and purpose in life, despite his foolish plans."
fresh,Auteur Alexander Payne never comes up short on ambition even when he takes the movie's big idea about as far as it can go.
fresh,It maintains emotional grounding amid the abundant quirks and contrivances and adeptly steers its story in unexpected directions. The performances are terrific throughout.
fresh,"Downsizing would have been compromised if it had been designed to please everybody; Payne's undiluted vision is admirable, and you almost owe it to him to try it out."
rotten,"The result is a convoluted satire with so many critiques and messages, it's pointless rather than pointed."
rotten,This movie's many issues outweigh its attributes so significantly I can't help but feel like this will go down as one of the year's most frustrating disappointments.
rotten,"Payne has a way of making amusing movies, from Election to Nebraska. His new movie has plenty of high-concept promise, but it doesn't gel as a whole."
rotten,"It has so much potential, and yet still finds a way to waste it all. A slog."
rotten,"With a little more focus, Downsizing might feel like a more satisfying film."
rotten,"Downsizing does the bare minimum with its out-of-the-box concept, telling a story that's dull and uninteresting in execution."
fresh,What an end-of-the-world movie made by Richard Linklater would probably look like.
rotten,"Charming stars and pleasant scenery are all well and good, but can only carry Bokeh so far."
rotten,"This issue of character development is largely what holds the film back. Without understanding what makes this couple tick, we are left voyeurs in a world that we cannot understand."
fresh,As devastatingly beautiful as it is beautifully devastating.
rotten,"A pretty blur of an apocalypse happens to pretty, blurry people in this dull SF drama. This end of the world brought to you by the Reykjavik Tourist Board."
fresh,"Beautiful and challenging, Bokeh has a pristine look and chilling feel of its own that contributes enormously to the mood and tone of the whole film."
rotten,This is a film for the patient and that patience goes largely unrewarded.
fresh,"It's not really the subject that's important, but how we interpret what's going on in the background."
rotten,"... never generates much narrative momentum or profound social commentary, although it takes full advantage of the gorgeous Icelandic locations."
fresh,Only worthwhile storytellers could take an elevator pitch like this one (the last two people on Earth) and produce long-lasting curiosity about its inherent beauty and horror.
fresh,A contemplative Malick-like drama that leans heavily on its Iceland locations and the genuine chemistry between its two young actors.
rotten,"We're stuck for eternity with two perfectly decent people who, it seems, just aren't very interesting company. Not even for each other."
rotten,"Bokeh's depth of field itself is ultimately too shallow, the focus not quite tight enough."
rotten,The half-baked philosophizing and predictable outcome make the picture an endurance test for your patience.
fresh,"What sets ""Bokeh"" apart among the ""low-key apocalypse"" cinematic subgenre is not what happens, but what doesn't happen. It's the unknowing that is their undoing. The result is a subtle but ultimately profound humanist message."
fresh,"As the story gives way to repetitious sightseeing sequences and melodrama, it proves less than fully satisfying. But there's plenty to admire along the way ..."
fresh,"Small-budget indie films often have to limit their scope and their sights, but Bokeh takes in enough of the protagonists' deserted, lonely world to feel completely convincing."
rotten,"Strives to be meditative, examining art, life, and the pain of living, but it never achieve its full dramatic wingspan, wasting its potential on actors incapable of keeping their characters compelling."
rotten,Unimaginative and unconvincing ...
rotten,"Like its titular aesthetic definition, Bokeh remains completely out of focus both narratively and thematically."
rotten,Generic last-couple-on-Earth sci-fi that's too empty to offer anything deep or fun.
fresh,"[A] subtly comic drama, shot with a gliding camera and a pleasing minimalist style ..."
rotten,"Cheap and pandering kiddie comedy featuring strictly lowest common denominator storytelling and humor, although sometimes so stupid it's funny."
rotten,It's easy to see why Good Burger garnered negative reviews (including mine) upon its original release and why it's a hallowed Gen Y fave today.
fresh,Good Burger isn't a great comedy by any means but there are plenty of laughs to be found.
rotten,Your tolerance for this may be aligned directly to either your age or your IQ.
fresh,"I've never met Kenan Thompson or Kel Mitchell, but they're in that part of the brain where all past co-workers live, where memory is a thicket of colors and smells and jokes you've heard countless times, and so many special sauces."
rotten,This was so bad...I hated it.
fresh,It's not a perfect movie...it's not even a great movie but it makes me laugh and I love Kenan and Kel's chemistry.
rotten,"If you like your burger well-done, you're in for a disappointment."
fresh,"[Good Burger] will satisfy their audience's appetite for basic, messy silliness while leaving many grown-ups mildly bemused by the fuzzy obviousness of its humor, the gawky pacing of its sight gags and the second-handedness of its slapstick."
fresh,"Good Burger isn't USDA Choice by any means, but it's an enjoyable family flick with a nice message about friendship and responsibility."
rotten,Young fans of TV stars Kenan and Kel are about the only ones who will be remotely amused by this misjudged comedy.
fresh,"The rest is a pranky, sketchy romp filled with goofy capers by Kenan and Kel. Together, they generate a kind of loopy charm, taking off from Kenan's woozy naivete and Kel's rubber-faced physicality."
rotten,"There are some cute visuals now and then, but overall Good Burger may raise your blood pressure and, if you suffer through the entire 94 minutes, perhaps even lower your IQ."
rotten,"Young fans will be amused by the duo's dopey antics, but most adults will simply be perplexed."
rotten,"The wiry Mitchell and the chubby Thompson may physically suggest such great teams as Laurel and Hardy and Abbott and Costello, but -- at this stage of their development -- the resemblance ends there."
rotten,"Whatever it is they do so successfully on TV clearly fails to translate to the big screen, particularly when saddled with a script that does no one any favours."
fresh,"Good-natured '90s comedy loaded with pratfalls, silliness."
rotten,A laboriously slow suburban adventure...
fresh,"A fresh, funny, super-sized kid's comedy that may even have a few grown-ups cracking smiles."
fresh,"The meat of the piece is definitely FDA cinematically approved, and perfect if you like this brand of entertainment with the works."
rotten,Few people can be so big-hearted as to tolerate Ed's agonizing brand of pedantic humour.
rotten,
rotten,
fresh,
rotten,
rotten,"Any energetic junior high class could have written a smarter script than the one Dan Schneider, Kevin Kopelow and Heath Seifert provide."
rotten,"""plenty of ham and no shortage of cheese"""
fresh,Kenan Thompson and Kel Mitchell [are] a sensational comedy duo the likes of which haven't been seen since Abbott and Costello.
fresh,Anyone who doesn't smile is probably either too adult to count or too dead to care.
rotten,The vast majority of me -- which is not 11 -- wanted several times to run screaming into the lobby and plunge my head into the nacho hot-cheese cauldron.
rotten,Avoid this study of stupidity like the plague.
rotten,"Take any two young people off the street and throw them into a movie, and they'd be no worse. No one could be worse."
rotten,"Good Burger equals bad, bad, bad, bad, bad movie."
rotten,"The little ones may well tune in to its wavelength, but woe betide the adult who accompanies them."
fresh,It's hysterically funny.
rotten,This is just one of those movies that really shouldn't have been made.
rotten,"Although clean as a whistle, Good Burger is what show-biz moralist Bill Cosby should be excoriating, along with booty comedies. Its black characters resolutely carry on the tradition of the minstrel show, under the guise of kid entertainment."
fresh,"Succeeds at what it tries to do, and it manages to be entertaining for adults, too."
fresh,"Although the show is one I expected to hate, I fell for Ed and his band of idiots."
rotten,Good Burger is not very well done. But it does have energy.
rotten,I suspect Mitchell and Thompson are going to be around for a good long while; their clowning talent is as apparent as their schtick is derivative.
rotten,"It is difficult to convert a skit from a television show into a full length movie. For proof, see the countless Saturday Night Live spinoffs, or, if you dare, Good Burger."
rotten,
rotten,"It didn't do much for me, but I am prepared to predict that its target audience will have a good time."
rotten,"Okay, so Good Burger, based on the recurring Nickelodeon sketch All That, is a pretty awful movie... [Yet] the film's exaggerated cartoon take on teen life has undeniable charm and, oddly enough, perceptiveness."
